role,seed,generation,copies_per_genome
fresh,7005,22000,322.93
fresh,7005,23000,437.55
fresh,7006,1000,202.15666666666667
fresh,7006,2000,199.02
fresh,7006,3000,235.05
fresh,7006,4000,256.97333333333336
fresh,7006,5000,293.39666666666665
fresh,7006,6000,280.31
fresh,7006,7000,328.0233333333333
fresh,7006,8000,329.56
fresh,7006,9000,360.72
fresh,7006,10000,374.4033333333333
fresh,7006,11000,413.8066666666667
fresh,7006,12000,429.61
fresh,7006,13000,421.9266666666667
fresh,7006,14000,503.12333333333333
fresh,7006,15000,504.3666666666667
fresh,7006,16000,517.7
fresh,7006,17000,585.2533333333333
fresh,7006,18000,534.4566666666667
fresh,7006,19000,519.57
fresh,7006,20000,426.87333333333333
fresh,7006,21000,470.0233333333333
fresh,7006,22000,222.75333333333333
fresh,7006,23000,372.18666666666667
fresh,7007,1000,206.11
fresh,7007,2000,221.71333333333334
fresh,7007,3000,243.35333333333332
fresh,7007,4000,255.58
fresh,7007,5000,265.9
fresh,7007,6000,275.93
fresh,7007,7000,304.0233333333333
fresh,7007,8000,335.4533333333333
fresh,7007,9000,363.17333333333335
fresh,7007,10000,390.2866666666667
fresh,7007,11000,421.34
fresh,7007,12000,424.36333333333334
fresh,7007,13000,447.2366666666667
fresh,7007,14000,533.5
fresh,7007,15000,455.87
fresh,7007,16000,519.0966666666667
fresh,7007,17000,452.81666666666666
fresh,7007,18000,446.32
fresh,7007,19000,522.0766666666667
fresh,7007,20000,491.7366666666667
fresh,7007,21000,510.36333333333334
fresh,7007,22000,578.4666666666667
fresh,7007,23000,532.5433333333333
fresh,7007,24000,567.92
fresh,7007,25000,509.24333333333334
fresh,7007,26000,700.8733333333333
fresh,7007,27000,521.11
fresh,7007,28000,717.7033333333334
fresh,7007,29000,604.6666666666666
fresh,7007,30000,424.7733333333333
fresh,7007,31000,521.2966666666666
fresh,7007,32000,448.95666666666665
fresh,7007,33000,446.22333333333336
fresh,7007,34000,648.0133333333333
fresh,7007,35000,434.6766666666667
fresh,7007,36000,393.0233333333333
fresh,7007,37000,633.4
fresh,7007,38000,632.4966666666667
fresh,7007,39000,481.6333333333333
fresh,7007,40000,618.5133333333333
fresh,7007,41000,534.8333333333334
fresh,7007,42000,406.8933333333333
fresh,7007,43000,479.0733333333333
fresh,7007,44000,600.9033333333333
fresh,7007,45000,492.00666666666666
fresh,7007,46000,552.69
fresh,7007,47000,459.82666666666665
fresh,7007,48000,361.85333333333335
fresh,7007,49000,678.7966666666666
fresh,7007,50000,457.65
fresh,7007,51000,613.1666666666666
fresh,7007,52000,569.4633333333334
fresh,7007,53000,533.0966666666667
fresh,7007,54000,714.9566666666667
fresh,7007,55000,594.46
fresh,7007,56000,523.3033333333333
fresh,7007,57000,602.6533333333333
fresh,7007,58000,724.6
fresh,7007,59000,510.99666666666667
fresh,7007,60000,546.0833333333334
fresh,7007,61000,349.85
fresh,7007,62000,627.7266666666667
fresh,7007,63000,505.4266666666667
fresh,7007,64000,628.5433333333333
fresh,7007,65000,456.86
fresh,7007,66000,590.45
fresh,7007,67000,528.7733333333333
fresh,7007,68000,382.69
fresh,7007,69000,626.0666666666667
fresh,7007,70000,373.65
fresh,7007,71000,460.0233333333333
fresh,7007,72000,458.2866666666667
fresh,7007,73000,645.5333333333333
fresh,7007,74000,448.43333333333334
fresh,7007,75000,575.0333333333333
fresh,7007,76000,572.76
fresh,7007,77000,675.8866666666667
fresh,7007,78000,629.3633333333333
fresh,7007,79000,366.9433333333333
fresh,7007,80000,632.76
fresh,7007,81000,545.7166666666667
fresh,7007,82000,398.4066666666667
fresh,7007,83000,719.7266666666667
fresh,7007,84000,724.3333333333334
fresh,7007,85000,518.2233333333334
fresh,7007,86000,572.4766666666667
fresh,7007,87000,417.26
fresh,7007,88000,503.76
fresh,7007,89000,470.7133333333333
fresh,7007,90000,602.16
fresh,7007,91000,451.55333333333334
fresh,7007,92000,475.75666666666666
fresh,7007,93000,551.4733333333334
fresh,7007,94000,563.6466666666666
fresh,7007,95000,556.3366666666667
fresh,7007,96000,614.8433333333334
fresh,7007,97000,686.96
fresh,7007,98000,433.74
fresh,7007,99000,449.9766666666667
fresh,7007,100000,611.16
fresh,7007,101000,565.0266666666666
fresh,7007,102000,580.59
fresh,7007,103000,616.96
fresh,7007,104000,429.3566666666667
fresh,7007,105000,620.4
fresh,7007,106000,659.58
fresh,7007,107000,399.98
fresh,7007,108000,440.35333333333335
fresh,7007,109000,504.91
fresh,7007,110000,496.5133333333333
fresh,7007,111000,620.35
fresh,7007,112000,448.62
fresh,7007,113000,593.53
fresh,7008,1000,212.47666666666666
fresh,7008,2000,208.45
fresh,7008,3000,250.82666666666665
fresh,7008,4000,241.66333333333333
fresh,7008,5000,250.08666666666667
fresh,7008,6000,295.85
fresh,7008,7000,308.61
fresh,7008,8000,337.6766666666667
fresh,7008,9000,314.17333333333335
fresh,7008,10000,356.13
fresh,7008,11000,386.4866666666667
fresh,7008,12000,418.08
fresh,7008,13000,424.52666666666664
fresh,7008,14000,448.73333333333335
fresh,7008,15000,470.5133333333333
fresh,7008,16000,503.49333333333334
fresh,7008,17000,470.39
fresh,7008,18000,428.2033333333333
fresh,7008,19000,504.1566666666667
fresh,7008,20000,338.62666666666667
fresh,7008,21000,402.7266666666667
fresh,7008,22000,459.35
fresh,7008,23000,526.9033333333333
fresh,7009,1000,205
fresh,7009,2000,216.4
fresh,7009,3000,228.31666666666666
fresh,7009,4000,259.25
fresh,7009,5000,290.89
fresh,7009,6000,285.4866666666667
fresh,7009,7000,314.8433333333333
fresh,7009,8000,321.79
fresh,7009,9000,370.50333333333333
fresh,7009,10000,381.53
fresh,7009,11000,367.2033333333333
fresh,7009,12000,380.8466666666667
fresh,7009,13000,387.03333333333336
fresh,7009,14000,494.88
fresh,7009,15000,402.32666666666665
fresh,7009,16000,424.66333333333336
fresh,7009,17000,459.4033333333333
fresh,7009,18000,534.5566666666666
fresh,7009,19000,437.3666666666667
fresh,7009,20000,528.7266666666667
fresh,7009,21000,384.25
fresh,7009,22000,430.03
fresh,7010,1000,211.92
fresh,7010,2000,230.37333333333333
fresh,7010,3000,232.83333333333334
fresh,7010,4000,247.44333333333333
fresh,7010,5000,255.58666666666667
fresh,7010,6000,278.06666666666666
fresh,7010,7000,317.4
fresh,7010,8000,332.12333333333333
fresh,7010,9000,362.63666666666666
fresh,7010,10000,362.16
fresh,7010,11000,400.6166666666667
fresh,7010,12000,390.25
fresh,7010,13000,478.98333333333335
fresh,7010,14000,423.3466666666667
fresh,7010,15000,418.8
fresh,7010,16000,591.22
fresh,7010,17000,500.35
fresh,7010,18000,422.5733333333333
fresh,7010,19000,385.0933333333333
fresh,7010,20000,437.57
fresh,7010,21000,380.20666666666665
fresh,7010,22000,372.62
fresh,7010,23000,444.2866666666667
fresh,7011,1000,200.18666666666667
fresh,7011,2000,216.08333333333334
fresh,7011,3000,251.71333333333334
fresh,7011,4000,247.86666666666667
fresh,7011,5000,269.27
fresh,7011,6000,284.16333333333336
fresh,7011,7000,320.4433333333333
fresh,7011,8000,346.5366666666667
fresh,7011,9000,370.4866666666667
fresh,7011,10000,368.99333333333334
fresh,7011,11000,399.13666666666666
fresh,7011,12000,345.3
fresh,7011,13000,424.79333333333335
fresh,7011,14000,487.54333333333335
fresh,7011,15000,396.1166666666667
fresh,7011,16000,496.00666666666666
fresh,7011,17000,526.6533333333333
fresh,7011,18000,488.08666666666664
fresh,7011,19000,401.7033333333333
fresh,7011,20000,552.5333333333333
fresh,7011,21000,894.83
fresh,7012,1000,209.13333333333333
fresh,7012,2000,220.40666666666667
fresh,7012,3000,222.48666666666668
fresh,7012,4000,246.28333333333333
fresh,7012,5000,284.56
fresh,7012,6000,309.58666666666664
fresh,7012,7000,314.97
fresh,7012,8000,342.89666666666665
fresh,7012,9000,360.48333333333335
fresh,7012,10000,373.62666666666667
fresh,7012,11000,402.41333333333336
fresh,7012,12000,348.9433333333333
fresh,7012,13000,414.3066666666667
fresh,7012,14000,425.33666666666664
fresh,7012,15000,456.9166666666667
fresh,7012,16000,524.04
fresh,7012,17000,400.85333333333335
fresh,7012,18000,616.4266666666666
fresh,7012,19000,481.5933333333333
fresh,7012,20000,473.8833333333333
fresh,7012,21000,377.00666666666666
fresh,7012,22000,417.41333333333336
fresh,7012,23000,412.11333333333334
fresh,7012,24000,716.35
fresh,7013,1000,208.34
fresh,7013,2000,207.56666666666666
fresh,7013,3000,242.82
fresh,7013,4000,241.88333333333333
fresh,7013,5000,274.29333333333335
fresh,7013,6000,316.6433333333333
fresh,7013,7000,308.5566666666667
fresh,7013,8000,348.87666666666667
fresh,7013,9000,354.04333333333335
fresh,7013,10000,386.16333333333336
fresh,7013,11000,350.47333333333336
fresh,7013,12000,431.42333333333335
fresh,7013,13000,436.23333333333335
fresh,7013,14000,426.00333333333333
fresh,7013,15000,505.7633333333333
fresh,7013,16000,511.5233333333333
fresh,7013,17000,460.4166666666667
fresh,7013,18000,432.87666666666667
fresh,7013,19000,471.31
fresh,7013,20000,411.5133333333333
fresh,7013,21000,401.76
fresh,7013,22000,490.08
fresh,7013,23000,531.04
fresh,7014,1000,200.89666666666668
fresh,7014,2000,218.81
fresh,7014,3000,238.58
fresh,7014,4000,256.62666666666667
fresh,7014,5000,256.5833333333333
fresh,7014,6000,282.86
fresh,7014,7000,321.39666666666665
fresh,7014,8000,324.56666666666666
fresh,7014,9000,329.5833333333333
fresh,7014,10000,389.7033333333333
fresh,7014,11000,409.93
fresh,7014,12000,420.69666666666666
fresh,7014,13000,395.5933333333333
fresh,7014,14000,488.52666666666664
fresh,7014,15000,382.12666666666667
fresh,7014,16000,470.7133333333333
fresh,7014,17000,468.91333333333336
fresh,7014,18000,423.9433333333333
fresh,7014,19000,417.75
fresh,7014,20000,410.51
fresh,7014,21000,396.12666666666667
fresh,7014,22000,480.46666666666664
fresh,7014,23000,315.6066666666667
fresh,7014,24000,364.3066666666667
fresh,7015,1000,205.38666666666666
fresh,7015,2000,213.40333333333334
fresh,7015,3000,235.23666666666668
fresh,7015,4000,250.06666666666666
fresh,7015,5000,259.03
fresh,7015,6000,286.64666666666665
fresh,7015,7000,327.68
fresh,7015,8000,349.4866666666667
fresh,7015,9000,388.20666666666665
fresh,7015,10000,332.98333333333335
fresh,7015,11000,411.0566666666667
fresh,7015,12000,412.95
fresh,7015,13000,446.5833333333333
fresh,7015,14000,480.37333333333333
fresh,7015,15000,508.4433333333333
fresh,7015,16000,393.7866666666667
fresh,7015,17000,477.93666666666667
fresh,7015,18000,404.3433333333333
fresh,7015,19000,384.56333333333333
fresh,7015,20000,533.6033333333334
fresh,7015,21000,366.02666666666664
fresh,7016,1000,209.08666666666667
fresh,7016,2000,211.25666666666666
fresh,7016,3000,237.74333333333334
fresh,7016,4000,240.48333333333332
fresh,7016,5000,284.07666666666665
fresh,7016,6000,287.1
fresh,7016,7000,313.89
fresh,7016,8000,324.5933333333333
fresh,7016,9000,374.82666666666665
fresh,7016,10000,384.93666666666667
fresh,7016,11000,393.52666666666664
fresh,7016,12000,492.2966666666667
fresh,7016,13000,474.81333333333333
fresh,7016,14000,412.0833333333333
fresh,7016,15000,487.89
fresh,7016,16000,499.50333333333333
fresh,7016,17000,498.89
fresh,7016,18000,300.5366666666667
fresh,7016,19000,425.48
fresh,7016,20000,353.79333333333335
fresh,7016,21000,442.97
fresh,7016,22000,448.5366666666667
fresh,7016,23000,549.1966666666667
fresh,7017,1000,223.42
fresh,7017,2000,212.10666666666665
fresh,7017,3000,236.11
fresh,7017,4000,253.99333333333334
fresh,7017,5000,285.27
fresh,7017,6000,301.46
fresh,7017,7000,326.81666666666666
fresh,7017,8000,328.54
fresh,7017,9000,346.6933333333333
fresh,7017,10000,376.74
fresh,7017,11000,417.29333333333335
fresh,7017,12000,422.47
fresh,7017,13000,489.2133333333333
fresh,7017,14000,399.39666666666665
fresh,7017,15000,466.31666666666666
fresh,7017,16000,477.9166666666667
fresh,7017,17000,512.4233333333333
fresh,7017,18000,520.9366666666666
fresh,7017,19000,561.2633333333333
fresh,7017,20000,455.24
fresh,7017,21000,475.34
fresh,7017,22000,610.5866666666667
fresh,7018,1000,223.41333333333333
fresh,7018,2000,233.02333333333334
fresh,7018,3000,228.37333333333333
fresh,7018,4000,251.53
fresh,7018,5000,265.19
fresh,7018,6000,277.22333333333336
fresh,7018,7000,304.6166666666667
fresh,7018,8000,361.58
fresh,7018,9000,386.96
fresh,7018,10000,371.77
fresh,7018,11000,415.85333333333335
fresh,7018,12000,432.38
fresh,7018,13000,385.11
fresh,7018,14000,440.12
fresh,7018,15000,464.1666666666667
fresh,7018,16000,427.2633333333333
fresh,7018,17000,525.19
fresh,7018,18000,534.0266666666666
fresh,7018,19000,498.63
fresh,7018,20000,461.7033333333333
fresh,7018,21000,508.17
fresh,7018,22000,581.8133333333334
fresh,7018,23000,357.11
fresh,7018,24000,553.1366666666667
fresh,7019,1000,178.23333333333332
fresh,7019,2000,223.83
fresh,7019,3000,243.79666666666665
fresh,7019,4000,247.99666666666667
fresh,7019,5000,268.88666666666666
fresh,7019,6000,288.4166666666667
fresh,7019,7000,329.9533333333333
fresh,7019,8000,331.18666666666667
fresh,7019,9000,325.1666666666667
fresh,7019,10000,377.77
fresh,7019,11000,419.82
fresh,7019,12000,401.9
fresh,7019,13000,398.44666666666666
fresh,7019,14000,427.7266666666667
fresh,7019,15000,425.62333333333333
fresh,7019,16000,526.62
fresh,7019,17000,398.0833333333333
fresh,7019,18000,513.2566666666667
fresh,7019,19000,420.23333333333335
fresh,7019,20000,385.7033333333333
fresh,7019,21000,365.57666666666665
fresh,7019,22000,515.4233333333333
fresh,7019,23000,559.12
fresh,7019,24000,896.1866666666666
fresh,7020,1000,214.40333333333334
fresh,7020,2000,206.83333333333334
fresh,7020,3000,242.4
fresh,7020,4000,243.45
fresh,7020,5000,268.21666666666664
fresh,7020,6000,294.89666666666665
fresh,7020,7000,310.45
fresh,7020,8000,346.1333333333333
fresh,7020,9000,364.04
fresh,7020,10000,383.05333333333334
fresh,7020,11000,375.0233333333333
fresh,7020,12000,442.35
fresh,7020,13000,431.92
fresh,7020,14000,494.1433333333333
fresh,7020,15000,433.3433333333333
fresh,7020,16000,482.61
fresh,7020,17000,491.26666666666665
fresh,7020,18000,392.87
fresh,7020,19000,456.03
fresh,7020,20000,388.54
fresh,7020,21000,553.8933333333333
fresh,7020,22000,377.6066666666667
fresh,7020,23000,371.4266666666667
